Year,Make,Model,Used/New,Price,ConsumerRating,ConsumerReviews,SellerType,SellerName,SellerRating,SellerReviews,StreetName,State,Zipcode,DealType,ComfortRating,InteriorDesignRating,PerformanceRating,ValueForMoneyRating,ExteriorStylingRating,ReliabilityRating,ExteriorColor,InteriorColor,Drivetrain,MinMPG,MaxMPG,FuelType,Transmission,Engine,VIN,Stock#,Mileage
2020,Hyundai,Santa Fe SEL 2.4,Used,30187,4.8,202,Dealer,DCH Brunswick Toyota,4.7,1643,1504 US Route 1 North Brunswick,NJ,8902,Good,4.9,4.8,4.7,4.8,4.9,4.9,Portofino Gray,Black,All-wheel Drive,21,27,Gasoline,8-Speed Automatic,2.4L I4 16V GDI DOHC,5NMS3CADXLH233522,BTP9892,42185
2020,Hyundai,Santa Fe SEL 2.4,Used,28959,4.8,202,Dealer,Sansone Rt 1 Auto Mall,4.1,365,90-100 Rt 1 North Avenel,NJ,7001,Great,4.9,4.8,4.7,4.8,4.9,4.9,Machine Gray,Black / Beige,All-wheel Drive,21,27,Gasoline,8-Speed Automatic,2.4L I4 16V GDI DOHC,5NMS3CAD1LH177728,H77728UD,27088
2019,Mercedes-Benz,AMG E 63 S 4MATIC,Mercedes-Benz Certified,106999,5,2,Dealer,Ray Catena Mercedes Benz Freehold,4.7,738,4380 U.S. 9 Freehold,NJ,7728,Fair,5,5,5,4.5,5,5,Gray Metallic,Brown,All-wheel Drive,15,23,Gasoline,9-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,WDDZF8KB9KA505055,P3020,15113
2019,Mercedes-Benz,S-Class S 560 4MATIC,Used,71458,4.6,14,Dealer,DCH Montclair Acura,4.9,2448,100 Bloomfield Ave Verona,NJ,7044,Great,5,4.8,4.4,4.4,4.7,4.3,Black,Brown,All-wheel Drive,17,27,Gasoline,9-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,WDDUG8GB9KA444046,MAJ1498,18022
2020,Hyundai,Santa Fe SEL 2.4,Used,30716,4.8,202,Dealer,Lester Glenn Hyundai,4.9,4458,386 Rte 37 Toms River,NJ,8753,Good,4.9,4.8,4.7,4.8,4.9,4.9,Symphony Silver,Espresso,All-wheel Drive,21,27,Gasoline,8-Speed Automatic,2.4L I4 16V GDI DOHC,5NMS3CAD1LH162677,LH16267A,26693
2020,Hyundai,Elantra SE,Used,17995,4.8,134,Dealer,Axis Motorcars,4.4,895,682 Garfield Ave Jersey City,NJ,7305,Great,4.8,4.7,4.7,4.7,4.8,4.8,Quartz White Pearl,Beige,Front-wheel Drive,30,40,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,5NPD74LF2LH505842,STK505842,21368
2020,BMW,X3 M40i,Used,49995,4.9,51,Dealer,Automotive Avenues,4.7,1472,5011 Route 33/34 Wall Township,NJ,7727,Good,5,4.9,4.9,4.7,4.9,4.9,Phytonic Blue Metallic,Cognac,All-wheel Drive,21,27,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXTY9C05L9B66571,35260,11970
2019,Volkswagen,Golf R 2.0T w/DCC & Navigation,Used,40500,4.8,16,Dealer,Volkswagen of Nanuet,4.3,65,6 Hutton Ave Nanuet,NY,10954,Great,4.8,4.9,4.9,4.5,4.6,4.9,Indium Gray Metallic,Titan Black,All-wheel Drive,23,30,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,WVWVA7AU9KW196789,NUKW196789,32143
2018,Land,Rover Range Rover HSE,Used,52874,3.8,10,Dealer,26 Motors Bronx,3.7,3,4015 Boston Road Bronx,NY,10466,NA,4,4.2,3.6,3.2,4.3,3.1,Santorini Black,Ebony,Four-wheel Drive,17,23,Gasoline,Automatic,V6,SALGS2SV6JA511651,511651,84844
2019,Mercedes-Benz,S-Class S 560 4MATIC,Used,62995,4.6,14,Dealer,Auto Expo Ent Inc,4.6,1224,46 Northern Blvd Great Neck,NY,11021,Great,5,4.8,4.4,4.4,4.7,4.3,Black,White,All-wheel Drive,17,27,Gasoline,9-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,WDDUG8GB3KA462123,AX46637A,35652
2018,BMW,430 Gran Coupe i xDrive,Used,26975,4.9,24,Dealer,Imotobank,3.1,7,4-8 Industrial Rd Walpole,MA,2081,Great,5,4.9,4.9,4.8,4.9,5,Gray,Coral Red / Black,All-wheel Drive,23,33,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WBA4J3C5XJBL03524,S73,39474
2018,BMW,430 Gran Coupe i xDrive,Used,25975,4.9,24,Dealer,Imotobank,3.1,7,4-8 Industrial Rd Walpole,MA,2081,Great,5,4.9,4.9,4.8,4.9,5,Gray,Golden Brown,All-wheel Drive,23,33,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WBA4J3C59JBG95575,S75,42899
2019,Mercedes-Benz,GLS 450 4MATIC,Used,56287,5,10,Dealer,BMW of Norwood,4.6,1108,920 Providence Highway Norwood,MA,2062,Great,5,5,5,4.7,5,4.9,Polar White,Ginger,All-wheel Drive,16,22,Gasoline,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,4JGDF6EE5KB221930,KB221930,33427
2018,BMW,430 Gran Coupe i xDrive,Used,29995,4.9,24,Dealer,Boston Foreign Motor,4.8,609,521 Cambridge St Allston,MA,2134,Great,5,4.9,4.9,4.8,4.9,5,Blue,Golden Brown,All-wheel Drive,23,33,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WBA4J3C51JBG96574,5874A,45266
2011,Lexus,LS 460 Base,Used,17899,5,26,Dealer,xDrive Motors Inc.,3.7,42,463 S Main Street West Bridgewater,MA,2379,Fair,5,4.9,4.9,5,4.9,5,Black,–,All-wheel Drive,16,23,Gasoline,8-Speed Automatic,4.6L V8 32V PDI DOHC,JTHCL5EF6B5009594,31-4631,130602
2016,GMC,Yukon Denali,Used,38999,4.3,59,Dealer,"Ournextcar, LLC",3.4,24,9844 Paramount Blvd Downey,CA,90240,Great,4.6,4.6,4.2,4,4.6,4.1,Black,Black,Four-wheel Drive,15,21,Gasoline,8-Speed Automatic,6.2L V8 16V GDI OHV,1GKS2CKJ0GR240363,240363,36347
2020,Mercedes-Benz,GLB 250 Base,Used,42492,4.1,32,Dealer,Mercedes-Benz & Chevrolet in San Luis Obispo,3.2,27,1423 Calle Joaquin San Luis Obispo,CA,93405,Fair,4.6,4.7,4.1,4,4.5,3.3,Midnight Black,Black,Front-wheel Drive,23,30,Gasoline,8-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,W1N4M4GB0LW026774,8149U,11140
2021,Toyota,Camry SE,Used,31998,4.8,69,Dealer,CarMax Pleasanton - Now offering Curbside Pickup and Home Delivery,5,4,2750 Stoneridge Dr Pleasanton,CA,94588,Good,4.8,4.8,4.8,4.8,4.9,4.9,Black,Black,Front-wheel Drive,28,39,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,4T1G11AK8MU410766,22549172,27521
2018,Ford,Edge Sport,Ford Certified,33998,4.8,232,Dealer,James Ford,4.7,186,100 Seymour St Half Moon Bay,CA,94019,Good,4.9,4.8,4.8,4.6,4.8,4.8,White Platinum Metallic Tri-Coat,Ebony,All-wheel Drive,17,24,Gasoline,6-SPEED A/T,V6 Cylinder Engine,2FMPK4AP9JBC56175,22407A,23046
2019,Subaru,Crosstrek 2.0i Premium,Used,28998,4.7,205,Dealer,CarMax Phoenix-West Valley - Now offering Curbside Pickup,3.3,7,1041 N 99th Ave Tolleson,AZ,85353,Good,4.7,4.7,4.6,4.7,4.8,4.8,Quartz Blue Pearl,Gray,All-wheel Drive,27,33,Gasoline,Automatic CVT,2.0L H4 16V GDI DOHC,JF2GTAEC7KH274123,22904661,27911
2020,Dodge,Charger Scat Pack,Dodge Certified,49995,4.8,56,Dealer,AutoNation Chrysler Dodge Jeep Ram and FIAT North Phoenix,4.3,1553,16406 N 26th Ave Phoenix,AZ,85023,Good,4.9,4.8,4.9,4.7,4.9,4.9,Frostbite,–,Rear-wheel Drive,15,24,Gasoline,8-Speed Automatic,6.4L V8 16V MPFI OHV,2C3CDXGJ8LH207961,LH207961,24858
2020,Dodge,Charger Scat Pack,Used,40600,4.8,56,Dealer,AutoSavvy Gilbert,4.5,92,1025 north Arizona ave Gilbert,AZ,85233,NA,4.9,4.8,4.9,4.7,4.9,4.9,White Knuckle Clearcoat,Caramel / Black,Rear-wheel Drive,15,24,Gasoline,8-Speed Automatic,6.4L V8 16V MPFI OHV,2C3CDXGJ8LH244217,P244217,21863
2021,Subaru,Crosstrek Premium,Used,26000,4.8,78,Dealer,Prestman Auto,4.2,467,2865 State St Salt Lake City,UT,84115,NA,4.9,4.8,4.8,4.8,4.8,4.8,Yellow Pearl,Black,All-wheel Drive,28,33,Gasoline,Automatic CVT,2.0L H4 16V GDI DOHC,JF2GTAEC0MH310771,M310771,7572
2018,Subaru,Crosstrek 2.0i Premium,Used,29998,4.8,343,Dealer,CarMax Salem - Now offering Curbside Pickup,2.2,2,395 Lancaster Drive SE Salem,OR,97317,Good,4.8,4.8,4.6,4.8,4.9,4.9,Ice Silver Metallic,Black,All-wheel Drive,27,33,Gasoline,Automatic CVT,2.0L H4 16V GDI DOHC,JF2GTADC1J8283481,22486726,8832
2018,Subaru,Crosstrek 2.0i Premium,Used,27998,4.8,343,Dealer,Dick Hannah Subaru,4.7,393,7407 NE Vancouver Plaza Dr Vancouver,WA,98662,Fair,4.8,4.8,4.6,4.8,4.9,4.9,Dark Gray Metallic,Black,All-wheel Drive,27,33,Gasoline,Automatic CVT,2.0L H4 16V GDI DOHC,JF2GTADCXJ8259602,704722T,70778
2021,Toyota,4Runner Limited,Toyota Certified,51931,4.9,42,Dealer,Stevinson Toyota West,4.9,5633,780 Denver West Colorado Mills Boulevard Lakewood,CO,80401,Good,5,4.9,4.8,4.9,4.9,4.9,Midnight Black Metallic,Redwood,Four-wheel Drive,16,19,Gasoline,5-Speed Automatic,4.0L V6 24V MPFI DOHC,JTEKU5JR7M5854429,S18938,20606
2016,Ford,F-150,Used,25988,4.6,391,Dealer,AutoMax Hyundai Norman,4.7,1839,551 N Interstate Dr Norman,OK,73069,Great,4.7,4.6,4.7,4.4,4.7,4.6,–,–,Rear-wheel Drive,15,22,E85 Flex Fuel,6-Speed Automatic,5.0L V8 32V MPFI DOHC Flexible Fuel,1FTEW1CF1GKD15379,NR1353A,135228
2019,Audi,Q5 2.0T Premium,Used,35700,4.7,42,Dealer,Audi Grapevine,4.7,933,1260 E State Hwy 114 Grapevine,TX,76051,Good,4.8,4.6,4.7,4.5,4.7,4.7,Manhattan Gray Metallic,Black,All-wheel Drive,22,27,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,WA1ANAFY6K2067955,K2067955,36644
2019,Audi,Q5 2.0T Premium,Used,38884,4.7,42,Dealer,Frisco Chrysler Dodge Jeep Ram,3.8,508,9640 TX-121 Frisco,TX,75035,Good,4.8,4.6,4.7,4.5,4.7,4.7,Brilliant Black,Black,All-wheel Drive,22,27,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,WA1ANAFY2K2111482,K2111482,21349
2012,Audi,A5 2.0T Premium,Used,14499,4.7,28,Dealer,Auto Merchants Inc.,3.9,141,4464 W Plano Pkwy Plano,TX,75093,Good,4.7,4.7,4.5,4.5,4.9,4.6,Phantom Black Pearl,Black,All-wheel Drive,21,29,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WAULFAFR0CA004388,P004388,116693
2015,Lexus,RC F Base,Used,51950,4.9,15,Dealer,TRED (Private Seller Dallas),5,1,ONLINE ONLY - No Retail Location Dallas,TX,75201,Good,4.7,4.7,5,4.8,4.9,5,Gray,–,Rear-wheel Drive,16,25,Gasoline,8-Speed Automatic,5.0L V8 32V PDI DOHC,JTHHP5BC3F5001009,JTHHP5BC3F5001009,29597
2021,Dodge,Challenger R/T,Used,33995,4.9,24,Dealer,International Auto Sales,3.2,100,2547 S Garland Ave Garland,TX,75041,Great,4.9,4.8,4.9,4.8,5,4.8,Burgundy,Gray,Rear-wheel Drive,15,23,Gasoline,8-Speed Automatic,5.7L V8 16V MPFI OHV,2C3CDZBT9MH571117,571117,18752
2016,Mazda,CX-5 Grand Touring,Used,18950,4.7,308,Dealer,Big O Auto LLC,3.8,13,6503 L Street Omaha,NE,68117,Good,4.6,4.6,4.7,4.7,4.8,4.7,Jet Black Mica,Black,All-wheel Drive,24,30,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,JM3KE4DY2G0845581,61315223,57000
2015,Honda,Accord EX-L,Used,21998,4.7,310,Dealer,CarMax North Houston - Now offering Curbside Pickup and Home Delivery,3.2,2,16110 North Fwy Houston,TX,77090,Fair,4.7,4.6,4.7,4.7,4.7,4.8,Black,Black,Front-wheel Drive,21,34,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI SOHC,1HGCR3F81FA023860,22969872,92614
2017,Chevrolet,Camaro 2SS,Used,29995,4.8,264,Dealer,Houston Auto World,3.8,4,4011 Jeanetta St Houston,TX,77063,Great,4.6,4.6,4.9,4.7,4.9,4.8,Gray,Adrenaline Red,Rear-wheel Drive,16,25,Gasoline,8-Speed Automatic,6.2L V8 16V GDI OHV,1G1FH1R79H0164103,4103,78378
2017,Nissan,Rogue S,Used,16985,4.7,547,Dealer,RAVMOTORS,4.9,1083,3635 Minnesota 13 W Burnsville,MN,55337,Great,4.7,4.7,4.6,4.7,4.8,4.7,Caspian Blue,Gray,All-wheel Drive,25,32,Gasoline,Automatic CVT,2.5L I4 16V MPFI DOHC,JN8AT2MV3HW013092,B206593S,47061
2019,Toyota,Highlander SE,Used,39368,4.6,363,Dealer,Heartland Chrysler Dodge Jeep Ram - Arkansas,1,1,1110 North Falls Blvd Wynne,AR,72396,Good,4.8,4.7,4.6,4.5,4.7,4.6,White,Almond,Front-wheel Drive,21,27,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,5TDKZRFH5KS564775,UH564775,27027
2019,Chevrolet,Cruze LS,Used,21998,4.8,69,Dealer,Weber Chevrolet Creve Coeur,4.9,2808,12015 Olive Blvd Creve Coeur,MO,63141,Fair,4.8,4.7,4.7,4.7,4.8,4.8,Silver Ice Metallic,Jet Black,Front-wheel Drive,28,38,Gasoline,6-Speed Automatic,1.4L I4 16V GDI DOHC Turbo,1G1BC5SM3K7126398,P14931,29865
2018,Chevrolet,Traverse Premier,Used,36525,4.7,266,Dealer,Steve Schmitt of Litchfield,4.8,285,1 Galaxy Ln Litchfield,IL,62056,Great,4.9,4.8,4.6,4.5,4.8,4.6,Iridescent Pearl Tricoat,Jet Black,Front-wheel Drive,18,27,Gasoline,9-Speed Automatic,3.6L V6 24V GDI DOHC,1GNERKKW8JJ142933,BP10106,56722
2020,Nissan,Murano SV,Used,27289,4.9,76,Dealer,EchoPark Automotive New Orleans Delivery Center,2,1,Online Only Metairie,LA,70001,Great,4.9,4.8,4.9,4.7,4.9,4.8,Deep Blue Pearl,Graphite,Front-wheel Drive,20,28,Gasoline,Automatic CVT,3.5L V6 24V MPFI DOHC,5N1AZ2BJ0LN117866,RLN117866,41010
2019,BMW,540 i xDrive,Used,47805,4.9,17,Dealer,Perillo Downers Grove,4.4,84,330 Ogden Ave Downers Grove,IL,60515,Good,4.9,4.9,5,4.6,5,4.8,Dark Graphite Metallic,Black,All-wheel Drive,21,29,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,WBAJE7C54KWD55369,DG3725,26042
2021,Volkswagen,Atlas 3.6L SEL Premium,Used,49500,4.8,42,Dealer,The Autobarn Volkswagen of Countryside,4.7,1102,6161 Joliet Rd Countryside,IL,60525,Good,4.9,4.7,4.8,4.9,4.9,4.9,Aurora Red Metallic,Titan Black / Quarzit,All-wheel Drive,16,22,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,1V2TR2CA8MC509565,CV27683N,10640
2015,Chevrolet,Tahoe LTZ,Used,28850,4.5,107,Dealer,Lynch Buick GMC of West Bend,4.4,72,2275 S Main St West Bend,WI,53095,Good,4.6,4.7,4.5,4.3,4.8,4.4,White Diamond Tri-Coat,Cocoa / Dune,Four-wheel Drive,16,22,Gasoline,6-Speed Automatic,5.3L V8 16V GDI OHV,1GNSKCKC3FR205772,9954A,139597
2020,Honda,Civic Sport,Used,19800,4.9,169,Dealer,Stars Auto Sales,4.3,62,5048 S Packard Ave Cudahy,WI,53110,Great,4.8,4.8,4.9,4.8,4.9,4.9,White,Black,Front-wheel Drive,29,37,Gasoline,Automatic,Engine: 2.0L I-4 DOHC 16-Valve i-VTEC,19XFC2F82LE018716,716,20164
2018,Nissan,Rogue SL,Used,26884,4.7,415,Dealer,Napleton Nissan,3.4,12,1301 Indianapolis Blvd Schereville,IN,46375,Fair,4.7,4.7,4.6,4.6,4.8,4.7,Magnetic Black,–,All-wheel Drive,25,32,Gasoline,Automatic CVT,2.5L I4 16V MPFI DOHC,JN8AT2MV2JW325989,N22134A,53043
2021,Honda,Pilot Special Edition,Used,43171,4.8,63,Dealer,Andy Mohr Honda,4.5,216,1441 Liberty Dr Bloomington,IN,47403,Good,4.9,4.7,4.8,4.7,4.7,4.8,Steel Sapphire Metallic,Gray,All-wheel Drive,19,26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H27MB096565,BU1447,22250
2017,Hyundai,Tucson SE,Used,18550,4.7,623,Dealer,York Chrysler Dodge Jeep Ram of Plainfield,4.5,1106,2695 E Main St Plainfield,IN,46168,Good,4.8,4.7,4.6,4.7,4.8,4.8,Molten Silver,Gray,All-wheel Drive,21,26,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC,KM8J3CA41HU506032,PF1274P,93960
2021,Honda,Pilot Special Edition,Used,42950,4.8,63,Dealer,Paul Richard GM Center,3.4,7,769 W Main St Peru,IN,46970,Good,4.9,4.7,4.8,4.7,4.7,4.8,–,–,All-wheel Drive,19,26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H27MB096842,366469B,15002
2019,Buick,Enclave Essence,Used,34856,4.6,63,Dealer,Jeff Wyler Honda of Colerain,4.7,2124,8950 Colerain Ave Cincinnati,OH,45251,Great,4.7,4.7,4.5,4.4,4.7,4.6,Summit White,Shale,Front-wheel Drive,18,26,Gasoline,9-Speed Automatic,3.6L V6 24V GDI DOHC,5GAERBKW8KJ301333,2741811A,26135
2019,Buick,Enclave Essence,Used,34888,4.6,63,Dealer,Performance Toyota,4.6,1003,5676 Dixie Hwy Fairfield,OH,45014,Great,4.7,4.7,4.5,4.4,4.7,4.6,Ebony Twilight Metallic,Dark Galvanized,Front-wheel Drive,18,26,Gasoline,9-Speed Automatic,3.6L V6 24V GDI DOHC,5GAERBKW6KJ306594,KJ306594,17542
2015,Jeep,Wrangler Unlimited Sport,Used,26455,4.6,138,Dealer,John Thornton Buick GMC,4.7,413,1492 U.S. 27 Carrollton,GA,30117,Good,4.4,4.5,4.6,4.5,4.8,4.8,Firecracker Red,Black,Four-wheel Drive,16,21,Gasoline,5-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4BJWDGXFL507897,NG217B,113580
2020,Buick,Enclave Essence,Used,36500,4.8,41,Dealer,Knapp Motors,4.9,59,11003 E Us Highway 223 Blissfield,MI,49228,Good,4.9,4.7,4.8,4.7,4.8,4.8,Satin Steel Metallic,Dark Galvanized,Front-wheel Drive,18,26,Gasoline,9-Speed Automatic,3.6L V6 24V GDI DOHC,5GAERBKW2LJ128894,3667A,29500
2018,BMW,X5 M Base,Used,70996,4.8,6,Dealer,Global Imports BMW,4.6,797,550 Interstate N Pkwy Atlanta,GA,30339,Fair,4.7,4.8,5,4.5,4.7,5,Carbon Black Metallic,Aragon Brown,All-wheel Drive,14,19,Gasoline,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,5YMKT6C57J0Y83887,BJ0Y83887,33757
2021,Genesis,GV80 2.5T,Used,55841,4.8,19,Dealer,Southtowne Hyundai Riverdale,3.9,57,7665 Highway 85 Riverdale,GA,30274,Great,4.9,4.8,4.8,4.8,4.8,4.6,Himalayan Gray,Black,Rear-wheel Drive,21,25,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC Turbo,KMUHB4SB1MU051571,DTG9482A,26663
2021,Chevrolet,Tahoe Z71,Used,70490,4.5,37,Dealer,ALM Mall of GA,4.4,750,4228 Buford Drive Buford,GA,30518,Good,4.6,4.7,4.4,4.3,4.7,4.3,Summit White,Black,Four-wheel Drive,16,20,Gasoline,10-Speed Automatic,5.3L V8 16V GDI OHV,1GNSKPKD0MR360731,MR360731,24054
2021,Genesis,GV80 2.5T,Used,68988,4.8,19,Dealer,Mall of Georgia MINI,4.9,1489,3751 Buford Dr NE Buford,GA,30519,Good,4.9,4.8,4.8,4.8,4.8,4.6,Uyuni White,Black,All-wheel Drive,21,25,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC Turbo,KMUHBDSB8MU037330,X53063,11049
2017,Acura,MDX 3.5L w/Advance Package,Used,24950,4.6,133,Dealer,Road Runner Auto Sales of Wayne,3.4,85,31731 Michigan Ave Wayne,MI,48184,Great,4.7,4.5,4.5,4.5,4.8,4.7,Gray,Graystone,All-wheel Drive,19,26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FRYD4H84HB038044,C17005188,63014
2007,Toyota,RAV4 Sport,Used,8500,4.3,135,Dealer,Auto Palace,4.6,151,4621 W Broad St Columbus,OH,43228,Great,4.2,4.2,4.4,4.3,4.4,4.4,Black,Black,Four-wheel Drive,21,28,Gasoline,5-Speed Automatic,3.5L V6 24V MPFI DOHC,JTMBK32V875028865,PW24,141372
2015,Chevrolet,Suburban 1500 LT,Used,33895,4.6,77,Dealer,Northeast Auto Gallery,4.5,169,580 Broadway Ave Bedford,OH,44146,Good,4.8,4.6,4.6,4.2,4.7,4.6,Black,Jet Black,Four-wheel Drive,15,22,Gasoline,6-Speed Automatic,5.3L V8 16V GDI OHV,1GNSKJKC3FR266673,6673,79436
2016,Ford,F-150 XLT,Used,34997,4.6,391,Dealer,Bowser Hyundai Of Chippewa,4.9,262,139 McKinley Rd Beaver Falls,PA,15010,Good,4.7,4.6,4.7,4.4,4.7,4.6,Ingot Silver Metallic,Black,Four-wheel Drive,17,23,Gasoline,6-Speed Automatic,2.7L V6 24V GDI DOHC Twin Turbo,1FTEW1EP8GFA44769,22653A,23349
2020,Acura,MDX 3.5L w/Technology Package,Used,45996,4.9,50,Dealer,Scott Clark Honda,4.6,1765,7025 E Independence Blvd Charlotte,NC,28227,Good,4.9,4.9,4.9,4.8,4.8,4.9,Modern Steel Metallic,Ebony,Front-wheel Drive,20,27,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5J8YD3H53LL008249,PB08249,15150
2019,Toyota,Tundra SR5,Used,39989,4.8,126,Dealer,Jim Shorkey Chrysler Dodge Jeep RAM North Huntington,4.7,362,13230 route 30 North Huntingdon,PA,15642,Great,4.9,4.7,4.9,4.7,4.9,4.9,Midnight Black Metallic,Black,Four-wheel Drive,13,17,Gasoline,6-Speed Automatic,5.7L V8 32V MPFI DOHC,5TFUW5F14KX852827,C23764B,30136
2021,Cadillac,Escalade Sport,Used,107998,2.9,19,Dealer,CarMax Clearwater - Now offering Curbside Pickup and Home Delivery,3.7,6,2550 Roosevelt Blvd Clearwater,FL,33760,NA,3.5,4.1,2.6,2.2,3.8,2.1,Black,Black,Four-wheel Drive,14,19,Gasoline,10-Speed Automatic,6.2L V8 16V GDI OHV,1GYS4FKL7MR190429,22818098,28000
2020,Chrysler,300 S,Used,34000,4.8,12,Dealer,Chrysler Dodge Jeep Ram South Savannah,4.4,321,8701 Abercorn Street Savannah,GA,31406,Good,4.7,4.7,4.8,4.7,4.8,4.9,Silver Mist Clearcoat,Black,Rear-wheel Drive,19,30,Gasoline,8-Speed Automatic,5.7L V8 16V MPFI OHV,2C3CCABT4LH234597,IP001116,47552
2021,Chrysler,300 S,Used,28500,5,3,Dealer,Auto Boutique,4.8,1047,10100 Atlantic BLVD Jacksonville,FL,32225,Great,5,5,5,5,5,5,Bright White Clearcoat,Black,Rear-wheel Drive,19,30,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,2C3CCABG4MH549758,8746,26893
2018,Honda,Civic LX,Used,20000,4.8,546,Dealer,Auto Boutique,4.8,1047,10100 Atlantic BLVD Jacksonville,FL,32225,Good,4.7,4.7,4.8,4.8,4.9,4.8,Gray,–,Front-wheel Drive,30,39,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,2HGFC4B55JH309561,05863A,42836
2013,Mercedes-Benz,SL-Class SL 550,Used,39785,4.6,13,Dealer,Gettel Hyundai of Charlotte County,4.7,676,1950 Tamiami Trail Punta Gorda,FL,33950,Fair,4.9,4.8,4.8,4.2,4.5,4.4,Diamond White Metallic,Black,Rear-wheel Drive,17,25,Gasoline,Automatic,Turbocharged Gas V8 4.6L/285,WDDJK7DAXDF020386,Y028768B,45281
2020,INFINITI,QX60 Pure,Used,31599,4.8,39,Dealer,Fort Myers Mitsubishi,4.9,246,2320 Colonial Blvd Fort Myers,FL,33907,Great,4.9,4.7,4.7,4.6,4.8,4.9,Black Obsidian,Graphite,Front-wheel Drive,20,27,Gasoline,Automatic CVT,3.5L V6 24V GDI DOHC,5N1DL0MN2LC532783,532783C01,48522
2019,BMW,X5 xDrive40i,BMW Certified,58992,4.7,55,Dealer,Leith BMW,4.9,2704,5603 Capital Blvd Raleigh,NC,27616,Fair,5,4.9,4.9,4.4,4.7,4.6,Phytonic Blue Metallic,Ivory White,All-wheel Drive,20,26,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXCR6C52KLL61243,WP49597,17509
2020,INFINITI,QX60 Pure,Used,29449,4.8,39,Dealer,Bonita Springs Mitsubishi,4.8,226,28450 S. Tamiami Trail Bonita Springs,FL,34134,Great,4.9,4.7,4.7,4.6,4.8,4.9,Liquid Platinum,Graphite,Front-wheel Drive,20,27,Gasoline,Automatic CVT,3.5L V6 24V GDI DOHC,5N1DL0MN9LC533140,533140C01,49926
2012,Kia,Sorento SX,Used,4995,4.4,154,Dealer,Rochester Wholesale Auto Sales,4,33,1380 Brighton Henrietta Townline Road Rochester,NY,14623,NA,4.4,4.5,4.2,4.4,4.6,4.4,Titanium Silver,Black,All-wheel Drive,18,24,Gasoline,Automatic,3.5L DOHC dual CVVT 24-valve V6 engine,5XYKWDA22CG188484,12SORENTO,213000
2019,Honda,Civic Sport,Used,24995,4.9,275,Dealer,SMH Auto Sales,4.8,327,1513 West Patrick Street Frederick,MD,21702,Good,4.8,4.8,4.9,4.8,4.9,4.9,Lunar Silver Metallic,–,Front-wheel Drive,25,36,Gasoline,5-SPEED M/T,4 Cylinder Engine,2HGFC2E86KH567017,TP5826,49051
2003,Ford,Taurus SES,Used,4388,4.2,62,Dealer,West End Auto Sales,4.4,77,12632 Broad Street Rd Richmond,VA,23233,Great,4.4,4.1,4,4.3,4.1,4.2,Green,Tan,Front-wheel Drive,20,27,Gasoline,4-Speed Automatic,3.0L V6 24V MPFI DOHC,1FAHP55S53A107748,14225,83368
2020,Lexus,RX 350 Base,Used,47988,4.8,76,Dealer,Rick Hendrick Chevrolet Buick GMC,4.6,450,12050 W Broad St Richmond,VA,23233,Great,4.9,4.8,4.8,4.7,4.8,4.9,Atomic Silver,Black,All-wheel Drive,19,26,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,2T2HZMDA5LC257325,N22792A,10913
